film_id,num_user,num_critic,imdb_score,num_votes,facebook_likes
620,654,181,7.5,143835,14000
2336,148,47,7,4360,1000
2100,64,35,6.69999981,3222,352
4293,380,270,6.5999999,133177,24000
804,37,10,4.5999999,2129,138
1623,90,37,6.30000019,14656,0
3583,173,226,6.4000001,138661,0
3425,169,218,7.19999981,58967,10000
4850,1211,464,5.5,69757,62000
3295,17,56,7.19999981,9214,0
3516,752,445,6.80000019,202800,60000
1945,271,129,6.0999999,96693,0
4942,14,,5.9000001,954,57
3704,54,152,5.69999981,7625,0
811,144,52,6.80000019,22345,0
2569,382,31,6.69999981,12399,0
899,164,70,4.4000001,26051,0
18,133,51,8,17799,0
2328,814,237,5.19999981,88146,0
561,252,77,7,154199,0
912,395,114,6.30000019,144053,0
3457,283,377,7.4000001,141425,25000
3455,1140,669,8,551363,106000
4382,3,8,4.4000001,237,190
4147,384,415,7.30000019,150082,36000
3815,83,76,3.5999999,15866,0
1389,112,63,5.9000001,12519,853
3044,281,324,7.5999999,136673,10000
3384,10,4,5.19999981,1097,402
1403,237,87,5.30000019,80639,0
498,143,51,7.69999981,52846,0
1447,192,128,6.69999981,31169,812
1126,515,160,6.4000001,56741,1000
3146,492,270,5.9000001,78256,0
51,28,27,7.19999981,1756,169
6,71,36,6.30000019,4546,167
3187,19,37,7.19999981,1696,1000
3830,211,195,4.9000001,49312,0
1472,79,58,5.0999999,10777,671
3256,245,335,7.80000019,139114,15000
3616,636,479,8,503631,64000
4744,994,602,6.80000019,275868,85000
2582,150,144,6.30000019,12197,650
4388,13,18,7.0999999,2841,0
1713,795,194,6.19999981,162909,0
1917,155,128,6.4000001,25165,827
4263,122,238,6.5,64748,12000
4607,23,16,4.9000001,2706,549
4344,211,211,6.19999981,69355,10000
4064,166,234,5.0999999,20376,15000
2791,299,166,6.80000019,60156,0
1266,42,10,6.19999981,899,271
658,317,112,4.30000019,19331,949
4317,216,276,7.4000001,115813,22000
958,682,161,8.30000019,604904,31000
2594,27,99,7.4000001,6183,1000
1659,988,187,6.69999981,272223,14000
2468,409,168,6.4000001,35140,0
3156,245,195,6.19999981,40964,0
225,116,84,7.69999981,9513,0
1916,332,153,6.30000019,162331,0
3691,40,92,6.5999999,7390,0
3958,160,224,5.5999999,58366,10000
4215,420,319,7.5999999,203963,58000
289,284,201,7.19999981,91017,0
4589,252,349,7.0999999,86664,38000
314,48,34,6.5999999,16764,1000
4278,34,9,5.80000019,844,962
1009,742,173,7.69999981,343274,18000
4894,266,194,5.19999981,55617,14000
2757,118,190,6.69999981,24150,923
454,388,173,6.9000001,219171,19000
3886,127,178,5.19999981,44662,0
2730,192,172,7.69999981,99177,11000
2983,26,41,4.4000001,2458,211
592,249,60,5.69999981,43376,0
1725,120,92,7.69999981,19732,0
1307,514,162,8,128455,0
4937,6,,6.69999981,114,4
2996,215,50,6.5,17068,0
285,149,120,7.4000001,27629,2000
1692,91,40,6.5999999,29392,0
3426,388,333,6.80000019,87677,11000
3965,738,462,6.5999999,212204,24000
1166,57,28,7.19999981,5841,942
234,80,22,6.30000019,13587,729
1143,113,57,7.30000019,10499,0
519,227,88,5.0999999,29659,1000
3105,33,67,7.0999999,8087,1000
2146,31,12,5.69999981,3088,290
2052,62,52,2.70000005,3611,131
2978,66,83,6.5,11391,1000
1582,985,190,6.0999999,86890,0
2216,835,285,7.5,149966,0
3694,679,510,6.9000001,508818,46000
4477,397,351,6.4000001,216581,21000
4782,15,23,5.19999981,2032,620
4826,144,181,5.80000019,44296,12000
910,514,134,8.19999981,469561,21000
748,145,40,6.5999999,35314,0
4450,779,321,6,101178,90000
1241,198,59,6.19999981,33745,0
4816,114,130,5.5999999,36487,0
113,7,12,7.30000019,340,32
3020,9,11,4.30000019,1118,77
1215,147,59,5.69999981,14904,0
1046,216,61,5.80000019,24868,964
2214,5,10,6,369,12
4222,352,180,4.30000019,79146,25000
2801,257,186,5.4000001,115099,2000
754,14,10,6.4000001,438,20
1552,346,109,4.5,34435,886
287,426,96,8.39999962,168203,11000
4262,122,238,6.5,64747,12000
4169,142,231,7.0999999,49240,12000
1092,523,116,8.19999981,414976,21000
4729,351,421,8.30000019,161288,72000
859,185,62,6.9000001,63459,3000
2783,124,146,7,56654,0
2437,99,60,7.30000019,6261,0
2874,319,190,5.9000001,111087,0
2084,1390,248,5.5,138863,0
4531,436,292,7.19999981,229574,56000
826,184,83,7.0999999,54478,0
492,204,99,7.30000019,153468,0
4493,24,16,8.69999981,3144,0
4143,182,283,7.4000001,99430,43000
1569,69,27,4.9000001,3754,113
4737,17,18,3.4000001,838,728
4236,4,23,5.69999981,625,124
4226,629,384,7.30000019,447979,105000
666,223,57,6.9000001,181380,0
4201,313,535,7.4000001,96233,26000
3296,77,111,5.5999999,25344,0
1269,59,73,5.4000001,10100,153
2674,1033,285,5.5999999,115649,4000
4674,1,,8.19999981,108,232
2025,114,72,7.19999981,5709,754
3052,189,141,3.9000001,26624,0
1650,274,94,6.69999981,70292,8000
4905,29,72,7.30000019,2581,0
1355,188,100,5.0999999,12093,394
4087,1,13,6.69999981,37,38
3369,290,221,5.19999981,75345,0
4079,189,162,5.0999999,25484,13000
293,31,19,4.19999981,1040,425
2945,82,62,5.69999981,11285,509
273,494,151,8.30000019,235133,0
2453,1053,276,6.80000019,155745,10000
2264,186,89,7,58906,0
2584,97,105,6.5,13239,0
3747,142,152,6.30000019,89568,17000
4936,50,10,8.19999981,10388,0
3324,201,167,5.19999981,84209,0
1899,258,96,6.4000001,89128,0
991,53,43,6.5999999,6705,167
4696,174,260,7,87682,43000
279,319,125,7.9000001,142448,14000
2162,63,60,6.5999999,3291,400
2500,236,91,6.80000019,76467,0
1426,805,214,7.0999999,193962,5000
4888,117,122,6.30000019,12276,21000
1584,205,78,5.9000001,41664,0
3501,311,179,6,181443,12000
2200,433,209,7.69999981,110394,0
1179,132,105,6.9000001,12980,646
504,215,77,7.5999999,54042,0
2622,187,78,4.30000019,39471,0
4346,3,,6.9000001,44,224
547,35,11,5.5,7470,0
3450,20,34,5.9000001,3443,480
4053,141,232,6.19999981,78974,11000
3897,190,447,7.9000001,70382,33000
1310,3646,313,8.69999981,1217752,25000
3874,199,257,7.0999999,111003,22000
3200,435,298,6.69999981,207839,0
512,159,88,7,61396,11000
648,112,43,7.0999999,38949,0
148,137,101,6.19999981,7584,0
673,180,75,3.9000001,35018,716
1823,249,74,7.5,23486,0
2056,52,54,6.19999981,4257,188
945,277,93,5.80000019,62271,0
2728,81,46,7.4000001,14100,0
2552,86,78,6.80000019,11132,0
408,419,184,7.19999981,49672,3000
1639,481,127,6.5,43839,0
2984,359,111,1.89999998,74945,0
2962,32,25,6,3425,0
2672,352,251,6.5,61912,0
3750,233,84,1.60000002,74351,62000
4633,15,6,5.0999999,1091,0
4204,1187,608,7.19999981,557489,95000
3278,20,59,5.5,2541,342
3169,111,137,5.69999981,23767,845
595,115,31,6.80000019,55895,0
4854,13,1,8.19999981,374,0
495,281,142,6.5,62038,0
4768,345,298,6.80000019,62836,20000
645,495,131,8.30000019,277505,10000
1963,95,46,5.69999981,8215,371
4868,145,210,7.19999981,64322,24000
1316,253,85,4.5999999,13065,897
2921,308,300,7.5,120189,11000
4859,50,23,5.19999981,4510,0
3134,370,299,7.5999999,189812,15000
3977,154,211,6.9000001,119213,17000
3410,230,178,4.80000019,42182,0
4575,462,355,6.30000019,172707,37000
4239,511,525,6.4000001,175413,60000
840,77,31,6.0999999,9845,613
4132,9,16,5.30000019,502,207
1707,33,40,5.69999981,9693,530
4410,741,585,7.9000001,431620,77000
542,293,98,5.4000001,43743,0
4433,1,3,6.69999981,83,165
1567,131,85,6.30000019,22649,0
3895,82,20,3.0999999,2753,0
1454,101,91,6.30000019,5178,132
1741,276,181,7.0999999,71596,3000
698,78,22,5.9000001,33186,0
2413,75,55,6,5585,997
1237,122,77,6.30000019,8697,374
1198,133,42,4.5999999,6884,458
3316,21,14,5.30000019,4387,240
4815,4,5,4,146,244
1460,677,225,6.30000019,79877,0
1223,527,196,6.80000019,77493,6000
4615,410,44,8.39999962,62756,21000
1602,165,81,6.4000001,15053,393
612,31,10,6.69999981,15730,0
471,37,27,5.5999999,1768,208
4735,81,155,6.19999981,20186,0
1878,174,92,7,26434,0
4109,172,265,6.69999981,156898,22000
4751,23,95,5,3119,0
3262,301,230,6.4000001,100837,0
2002,158,39,6.30000019,12675,0
3483,302,213,5.69999981,63493,26000
1608,214,137,7.4000001,19397,0
1000,62,36,2.79999995,8687,0
797,173,60,5.19999981,24790,0
1977,297,133,4.5999999,46417,660
389,52,21,4.80000019,3334,739
4630,18,6,3.0999999,735,402
4926,150,226,4.80000019,34964,28000
1745,124,82,6.80000019,27052,0
881,309,104,8,72443,0
2608,149,98,5.30000019,44103,0
128,55,32,7.0999999,4998,785
4693,1290,644,7,418214,150000
2003,347,196,6.30000019,89816,0
4760,374,426,7.80000019,182983,99000
1920,286,131,6.5,49926,0
3693,64,49,3.29999995,9541,0
2213,13,15,7.19999981,131,30
1093,370,102,5.0999999,58402,0
1087,494,39,6.80000019,1024,140
4277,87,162,3.9000001,8511,0
439,34,16,5.9000001,7900,263
635,71,10,6.9000001,10410,892
1129,40,35,7.19999981,2412,539
2154,609,187,8.10000038,264533,12000
2982,168,160,7.19999981,127760,0
98,56,30,6.80000019,8508,328
2286,23,17,6.9000001,806,187
3110,4667,645,9,1676169,37000
720,140,47,4.4000001,17997,812
4616,1,9,4.30000019,569,114
4081,329,322,5.5,185394,65000
398,284,99,7.4000001,99557,21000
299,48,14,5,3904,495
2558,613,99,2.70000005,50415,806
4577,26,101,7.19999981,14437,0
62,596,153,8.69999981,229012,11000
2131,244,89,6.30000019,47800,0
968,462,140,7.5,239540,0
868,50,20,6.19999981,5668,491
4216,164,260,5.5999999,59248,48000
3452,39,17,7.0999999,5741,0
292,58,78,4.5,1905,249
4561,244,285,6.5,92364,15000
2001,83,82,7.19999981,10585,0
2054,255,151,6.69999981,82731,0
1353,148,100,5.0999999,66941,1000
3291,791,279,6.19999981,186879,0
2192,3,,6.0999999,156,22
1773,132,58,4.5999999,12263,564
3904,129,156,5.30000019,37156,0
3274,203,161,6.4000001,132048,12000
1468,85,57,3.5999999,15517,500
325,211,127,6.9000001,29932,0
298,294,177,7.5999999,133966,0
3268,304,84,8.10000038,155249,115000
2705,645,236,7.5999999,295375,15000
3207,39,79,6.4000001,11958,1000
3147,36,60,6.80000019,6723,1000
1936,117,75,5.5999999,11815,320
3627,89,102,5.80000019,11950,0
437,64,52,5.5,5187,902
1801,21,28,7,493,61
1992,122,60,6.4000001,4894,298
2065,28,44,7.5,1747,353
844,105,50,6.80000019,15088,824
4319,533,440,6.69999981,328067,68000
4284,105,224,6.19999981,29282,11000
2717,220,143,7.5,77656,0
2464,11,27,6.80000019,1227,62
1308,240,111,7.0999999,24412,944
2389,243,151,7.4000001,31130,0
1094,703,98,7.0999999,169023,10000
85,207,103,7.69999981,67822,0
4192,28,62,6.5,8227,0
2230,700,233,7.19999981,136048,0
663,72,19,6.0999999,37611,0
2306,2254,357,7.69999981,259837,13000
4547,275,276,7.4000001,136973,47000
4857,1,,7.19999981,178,0
15,204,145,7.69999981,133348,0
1186,106,55,5.9000001,11232,0
2042,786,202,5.80000019,141533,0
1034,218,130,7.0999999,67604,12000
1781,67,12,6.30000019,5182,912
3357,14,21,5.9000001,2280,448
3804,130,231,4,20823,0
3229,62,149,7.69999981,8429,0
3793,80,54,7.5,13003,10000
3991,3,4,4.80000019,243,223
486,418,123,7.9000001,219008,0
2173,11,25,7.19999981,772,83
3727,79,156,5.9000001,32399,0
3263,90,145,5.0999999,33042,0
818,174,74,7.5,26513,0
1441,734,212,5.5,98535,0
4872,156,263,6.69999981,31359,0
594,24,10,5.80000019,3013,344
3431,641,350,6.69999981,361924,0
3827,266,264,7.30000019,75306,48000
3495,84,101,3.79999995,12399,0
1068,98,73,5.30000019,74343,694
1125,274,108,6,81611,0
2661,188,132,6.19999981,20000,0
1255,549,140,7.4000001,100743,0
155,36,13,6.9000001,2603,608
850,224,85,7.80000019,30618,0
2601,646,230,7.5999999,273108,0
775,76,45,6.5999999,9105,0
399,692,204,8.10000038,600266,13000
3445,8,35,5.80000019,463,594
2397,70,110,7.80000019,9037,0
3594,22,42,3.9000001,1328,0
1264,602,150,7,203269,11000
80,167,100,8,62860,0
3478,250,298,5.5999999,40776,10000
3834,226,174,5.80000019,30511,0
3615,176,225,6.0999999,28483,0
2803,12,35,6.19999981,1656,155
987,488,195,6.0999999,124941,0
4429,1097,653,8.10000038,682155,96000
4953,,,7.19999981,18,0
3159,365,275,7.19999981,198111,14000
342,87,44,6.19999981,15345,0
4506,154,175,5.5,54501,16000
929,470,156,7.69999981,224671,11000
2848,88,100,6.30000019,21379,0
2332,108,26,4.9000001,5018,473
2878,32,85,7.30000019,7148,773
2655,48,69,7.0999999,3675,426
2994,35,14,3.79999995,9560,636
964,15,5,5.4000001,405,97
3514,2803,642,8.80000019,1468200,175000
460,118,95,6,15956,1000
3922,175,286,6.4000001,24668,0
2016,192,165,6.19999981,81444,955
3144,125,124,4.9000001,16582,0
3805,412,382,7.5,338635,39000
1169,151,81,7,12366,507
1566,651,187,7.30000019,65201,0
4028,48,82,5.69999981,5161,0
2359,576,228,5.30000019,94456,0
4281,195,257,7.30000019,150618,28000
487,219,114,7.4000001,119150,0
3205,10,8,4,551,303
1367,136,59,6.5999999,4662,170
2403,32,30,6,3322,265
871,118,53,6.4000001,63839,0
3761,124,134,6.80000019,52972,21000
816,88,44,5.5,23579,0
2024,288,160,6.80000019,35065,0
2633,229,190,6.5999999,71137,0
2481,316,156,6.5999999,69172,0
2108,129,65,6.0999999,30092,0
2048,132,98,5.19999981,29861,505
4342,43,69,6.69999981,12817,0
2849,47,15,7.30000019,13577,341
1037,181,63,5.80000019,27675,0
3802,518,420,6.19999981,104119,26000
3204,115,217,7.0999999,45992,7000
3365,1,,6.19999981,62,54
4250,12,72,6.0999999,1658,543
3271,140,131,4.19999981,31760,0
1208,194,42,6.80000019,30682,0
3995,250,223,7.19999981,213898,36000
1637,53,51,5.4000001,7392,393
3928,86,162,6.30000019,32512,0
2273,124,88,7.0999999,11798,2000
4141,258,231,6.19999981,67796,14000
694,59,19,7.19999981,13442,0
54,107,44,6.69999981,9456,625
4205,205,338,6.30000019,106416,22000
1598,548,163,6.19999981,131801,0
3395,23,66,6.19999981,1268,195
3232,279,310,7.69999981,143121,10000
4490,,,7,8,65
766,202,93,7.19999981,138707,0
3184,249,240,6.80000019,72809,0
884,286,143,7.5999999,97838,3000
3142,75,147,7,27266,0
2291,161,112,6.5999999,58297,0
988,155,37,6.69999981,19126,0
1583,118,66,6,23943,425
767,346,148,7.5999999,299258,0
1700,564,119,7,187181,0
2988,321,293,7.5,99236,0
3477,264,190,5.9000001,80338,0
4708,188,181,5.5,47320,12000
2442,307,209,7.5,98160,0
1336,648,85,4.80000019,129601,0
2799,399,222,7.0999999,142496,0
2124,182,96,7.80000019,18940,2000
3559,419,217,5.9000001,141179,9000
4545,608,454,8.10000038,467613,165000
3562,619,351,6.4000001,171418,17000
1628,497,103,6.4000001,93367,0
402,94,55,7.4000001,29610,0
57,88,67,6.69999981,4812,465
742,4144,199,9.30000019,1689764,108000
2914,29,18,5.9000001,1573,285
2662,614,210,6.19999981,142115,0
351,178,57,6,23351,0
4089,248,285,6.19999981,104005,18000
2484,78,64,6.69999981,5321,356
4304,711,450,6.5,181792,48000
3829,149,215,6.4000001,136680,13000
1003,39,42,5.80000019,16222,0
2296,152,107,7,24033,0
91,50,15,6.80000019,4550,419
607,209,82,7.19999981,68159,0
936,500,147,7.30000019,114070,0
2256,1111,177,7.9000001,396396,57000
2376,336,223,7.5999999,175962,0
282,335,212,6.80000019,46493,7000
2755,46,8,7,3262,377
1370,690,177,8,79330,0
867,378,154,7.0999999,300542,0
3257,112,248,7.30000019,47385,0
4393,13,9,4.80000019,455,570
4706,275,308,6.4000001,142403,70000
2492,63,100,5.69999981,7833,215
946,131,104,7.4000001,35586,0
2641,15,14,5.80000019,1010,104
1834,390,163,7.0999999,67949,15000
2159,789,225,7.0999999,387632,0
2034,466,149,5.4000001,77029,0
4643,362,437,7.69999981,146708,70000
2010,157,33,6.80000019,17725,1000
3660,100,143,4.5999999,16385,0
2271,207,86,4,23747,0
3193,137,138,5.9000001,30836,7000
1520,40,9,6.69999981,1489,133
1372,73,39,7.30000019,4359,495
361,182,112,7.19999981,44804,0
586,72,40,5.5,28736,0
448,219,106,7.30000019,61621,0
1464,370,136,7,20449,1000
4128,2,17,7.0999999,330,231
4544,2,7,7.4000001,66,83
1082,51,29,5.5,5427,0
4611,2,5,7,123,215
2238,1100,185,7.69999981,357579,15000
4184,21,15,6.0999999,2561,0
753,203,63,6.80000019,172405,0
3560,374,365,5.5,72552,13000
1386,284,102,5.0999999,27305,604
668,55,25,5.5,17074,466
1062,106,37,6,11729,645
3394,12,34,6.5,1119,797
1803,277,114,6.69999981,26773,0
2877,338,198,7.19999981,256213,0
1675,1109,239,7.5999999,268581,20000
3915,70,133,5.5,17169,9000
3201,110,107,5.69999981,26236,0
46,90,55,7.4000001,11920,721
2366,208,120,5.80000019,63599,0
3582,131,180,6.4000001,101730,0
129,109,26,7,25472,0
4140,25,65,5,7894,0
3555,64,25,5.5,9280,0
3344,60,116,6.4000001,13371,0
116,72,25,7,6804,805
3661,136,91,5.80000019,41273,0
1866,298,107,6.5,37952,938
3964,448,387,7,226583,38000
2741,155,87,7.69999981,11283,0
872,158,79,6.5999999,98989,1000
1498,379,134,5.9000001,49536,0
2864,108,133,6.19999981,8824,559
459,95,50,6.4000001,84824,0
4039,1225,599,7,451803,56000
4400,33,54,6.4000001,6069,0
3527,181,134,6.4000001,71276,13000
4023,1498,750,7.80000019,522048,80000
41,23,9,6.19999981,989,44
697,242,61,6.9000001,216486,0
4787,360,249,6.4000001,138246,24000
4451,631,533,6.9000001,112899,45000
4825,131,218,6.4000001,21352,30000
3481,264,262,7.0999999,276746,19000
1249,25,20,6.69999981,1238,117
1357,457,160,4,28964,949
3286,215,66,7,18486,11000
4777,116,117,7.0999999,50041,23000
3162,156,231,8,46107,0
110,67,53,6.80000019,5294,251
2018,17,15,7.19999981,3290,387
4067,405,546,7.0999999,105144,27000
3471,207,247,6.30000019,127571,0
3889,11,58,6.30000019,5525,853
2807,125,88,5.9000001,20539,681
2623,72,68,7,7308,933
3067,119,158,6.80000019,18561,0
3047,100,80,5.9000001,36983,0
239,265,75,5.69999981,51314,0
4310,119,186,7.0999999,27882,18000
2692,1966,294,6.5999999,314253,0
30,27,9,7,1553,116
3717,8,8,5.9000001,266,348
429,86,64,6.80000019,14870,0
440,165,63,6.9000001,49349,0
307,21,2,5.19999981,892,106
4385,112,177,5.69999981,32103,0
1013,287,124,7.5,46396,0
3211,31,33,6.30000019,1388,479
2189,310,232,6.5,47097,0
1681,213,104,6.0999999,23728,813
1196,358,140,6.4000001,56874,0
2026,394,89,6.5999999,93494,0
2353,450,180,5.9000001,70205,0
2629,236,111,6.19999981,28005,0
4406,285,218,5.69999981,97045,55000
1122,132,56,7.19999981,8224,0
1219,195,115,6.0999999,35599,641
4618,207,261,5.4000001,38983,11000
464,37,57,5.9000001,1324,241
670,261,68,7.69999981,178731,0
127,186,107,5.9000001,24436,0
3206,212,280,6.69999981,64944,6000
444,89,48,7.5,15175,1000
4370,64,8,6,7870,884
45,69,40,7.19999981,7346,624
3088,277,173,6.9000001,212499,0
354,9,4,6.0999999,487,7
4963,44,14,6.69999981,12854,0
3593,203,238,6.80000019,61787,19000
1530,159,111,6.0999999,21530,618
2561,114,31,2.79999995,3851,346
1884,32,17,6.0999999,2004,183
4699,1588,739,8.10000038,552503,191000
605,983,210,8.5,744891,13000
4912,73,253,7,9866,0
989,119,76,7,96385,0
4286,3,8,7.5,2488,282
4266,235,469,6.80000019,84620,27000
516,333,172,7.30000019,73501,27000
4312,59,125,5.4000001,27257,0
3600,97,148,5.30000019,40654,0
1620,79,46,4.0999999,3662,0
2123,207,99,7.69999981,39929,0
1514,386,174,6.80000019,79186,0
274,70,32,4.69999981,2933,328
4765,150,159,4.19999981,13521,0
3591,135,138,5.4000001,34985,0
1100,6,2,6.5,103,102
2714,203,122,6.80000019,8143,0
2504,147,91,7.80000019,12560,0
3637,498,293,4.9000001,184637,29000
1950,497,84,6.30000019,13215,953
1121,139,100,6.0999999,77415,0
2297,149,75,4.5999999,22679,773
1893,217,127,7.0999999,71527,0
4125,9,11,4.69999981,840,326
2068,806,226,7,208092,0
4756,867,474,6.5999999,188457,82000
3354,252,258,6.30000019,151424,0
3608,165,258,6.9000001,55441,0
2826,224,232,7.19999981,60115,0
2250,39,42,5.69999981,3789,89
3345,126,167,5.0999999,24012,0
1162,481,100,6.30000019,39331,0
2012,479,204,7.0999999,210680,0
257,90,33,7.4000001,8856,0
4247,24,18,5.4000001,2895,604
2612,1040,284,5.5999999,78635,0
506,73,34,6.19999981,18286,0
1538,336,76,7,29424,0
2417,1594,276,8,242599,14000
